date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:41	1617/1617	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2017:44:16%20GMT	https://gumascargo.com/assets/img/service/service-icon-2.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/service/service-icon-2.png	(from https://gumascargo.com/)
12:01:41	327998/327998	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2020:36:59%20GMT	https://gumascargo.com/assets/img/service/21.jpeg	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/service/21.jpg	(from https://gumascargo.com/)
12:01:42	1770/1770	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2017:44:34%20GMT	https://gumascargo.com/assets/img/service/service-icon-3.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/service/service-icon-3.png	(from https://gumascargo.com/)
12:01:42	12254/12254	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jul%202022%2014:10:30%20GMT	https://gumascargo.com/assets/img/wcu/bg.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/bg.png	(from https://gumascargo.com/)
12:01:42	258774/258774	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2020:36:59%20GMT	https://gumascargo.com/assets/img/service/22.jpeg	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/service/22.jpg	(from https://gumascargo.com/)
12:01:42	67735/67735	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2003:29:38%20GMT	https://gumascargo.com/assets/img/wcu/2.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/2.png	(from https://gumascargo.com/)
12:01:42	76853/76853	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2003:29:28%20GMT	https://gumascargo.com/assets/img/wcu/1.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/1.png	(from https://gumascargo.com/)
12:01:43	1487/1487	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2004:19:08%20GMT	https://gumascargo.com/assets/img/wcu/icon-1.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/icon-1.png	(from https://gumascargo.com/)
12:01:43	1468/1468	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2004:19:34%20GMT	https://gumascargo.com/assets/img/wcu/icon-2.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/icon-2.png	(from https://gumascargo.com/)
12:01:44	1438/1438	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2004:19:48%20GMT	https://gumascargo.com/assets/img/wcu/icon-3.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/icon-3.png	(from https://gumascargo.com/)
12:01:44	3360/3360	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2006:09:40%20GMT	https://gumascargo.com/assets/img/fact/bg.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/fact/bg.png	(from https://gumascargo.com/)
12:01:46	1866/1866	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jul%202022%2016:15:42%20GMT	https://gumascargo.com/assets/img/testimonial/quote.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/testimonial/quote.png	(from https://gumascargo.com/)
12:01:46	485877/485877	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2009:06:34%20GMT	https://gumascargo.com/assets/img/contact/2.jpg	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/contact/2.jpg	(from https://gumascargo.com/)
12:01:46	3630107/3630107	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2011:20:12%20GMT	https://gumascargo.com/assets/img/wcu/3.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/wcu/3.png	(from https://gumascargo.com/)
12:01:47	15230/15230	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Jul%202022%2016:49:16%20GMT	https://gumascargo.com/assets/img/footer/bg.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/footer/bg.png	(from https://gumascargo.com/)
12:01:47	809/809	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Jul%202022%2012:24:22%20GMT	https://gumascargo.com/assets/img/icon/map-marker.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/icon/map-marker.png	(from https://gumascargo.com/)
12:01:47	364/364	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Jul%202022%2012:24:34%20GMT	https://gumascargo.com/assets/img/icon/phone.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/icon/phone.png	(from https://gumascargo.com/)
12:01:47	787/787	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Jul%202022%2012:24:48%20GMT	https://gumascargo.com/assets/img/icon/clock.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/icon/clock.png	(from https://gumascargo.com/)
12:01:48	6874/6874	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Mar%202023%2016:14:02%20GMT	https://gumascargo.com/assets/img/logo3.jpeg	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/img/logo3.jpg	(from https://gumascargo.com/)
